id,listing_url,name,description,host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,number_of_reviews,review_scores_rating
1160000000000000000,https://www.airbnb.com/rooms/1164651175585600815,*New* Cozy Apt Bright + Modern W/D,"The newly renovated spacious unit features a 4K Smart TV, in unit washer/dryer, fully functional kitchen and bathroom, high speed internet, and your very own private entrance separate from the building unit entrance. <br /><br />This unit is very cozy and private.",47625981,Linda,28/10/15,"Albany, NY",within an hour,99%,99%,f,17,17,"['email', 'phone']",Entire rental unit,Entire home/apt,3,1,1 bath,1,1,3,4
1170000000000000000,https://www.airbnb.com/rooms/1169514128026903528,/A luxuryhome Near NYSCapital sleeps 10+W/D Grill\,"A beautiful neighborhood home with plenty of amenities, including 10 beds six rooms for sleeping close to MVP empire State Plaza, Governor mansion Lincoln Park Drive to Lake George, Albany Medical Center, Sage sienna and Albany colleges perfect for graduations Micro weddings, baby showers, bridal showers bachelor parties, relocation, leisure, concert travel only 45 minutes to Lake George, 10 minutes to Empire State Plaza, five minute to times union MVP Arena!",580892646,Crystal,01/06/24,"New York, NY",within an hour,100%,94%,f,4,4,"['email', 'phone']",Entire home,Entire home/apt,16,2,2 baths,6,10,2,5
1170000000000000000,https://www.airbnb.com/rooms/1170384250566304506,/An Oasis 8 ppl Yard Grill W/D\,"Keep it simple at this peaceful and centrally-located place.<br />Fully available kitchen, two bathrooms, washer and dryer yard close to MVP Arena, restaurants, colleges, and governors mansion Lincoln Park in walking distance",580892646,Crystal,01/06/24,"New York, NY",within an hour,100%,94%,f,4,4,"['email', 'phone']",Entire home,Entire home/apt,12,2,2 baths,6,0,2,3
1170000000000000000,https://www.airbnb.com/rooms/1171795874799450911,Walk to convention center:Lark St:Capital,"Enjoy a stylish experience at this centrally-located place. Upper duplex recently renovated to make room for a lovely trip to Albany. Well appointed 1st floor offers kitchen/livingroom full bath. 2nd floor has 2 bedrooms and an additional full bathroom. Tons of natural light provides a peaceful space. Walk out front door to explore neighborhood. Lark street, capital, convention center are all within 15 minutes of walking",232967878,Diana,28/12/18,"Albany, NY",within an hour,99%,98%,t,27,39,"['email', 'phone']",Entire rental unit,Entire home/apt,4,2,2 baths,2,2,8,5
1170000000000000000,https://www.airbnb.com/rooms/1171885189346375850,/A spacious suite: King/Queen beds Grill WD yard\,"Forget your worries in this spacious and serene space.<br />This two level space includes yard basement area with another bedroom and washer and dryer and an extra large suite that sleeps 10 people, kitchen and bathroom.<br />Walking distance to Times Union Center MVP Arena Empire State Plaza, Hattie‘s restaurant governors mansion, Lincoln PARK",580892646,Crystal,01/06/24,"New York, NY",within an hour,100%,94%,f,4,4,"['email', 'phone']",Private room in home,Private room,4,1,1 private bath,1,1,0,
1170000000000000000,https://www.airbnb.com/rooms/1173390858101803102,New near major medical facility,"The whole group will enjoy easy access to everything from this centrally located place. Large open floor plan with living room, dining room, work area, kitchen and full bath all on one floor. Front and back porch complete this level. Second floor has four good size bedrooms, all with closets and additional full bath. Great location near St. Peters, Albany medical, colleges, major highways 🛣️ and more. Offstreet parking and yard make this a great place to stop for some adventures",232967878,Diana,28/12/18,"Albany, NY",within an hour,99%,98%,t,27,39,"['email', 'phone']",Entire home,Entire home/apt,6,2,2 baths,4,4,4,5
1170000000000000000,https://www.airbnb.com/rooms/1174544643387116469,"Spacious, Modern Gem in Melrose - Pet Friendly","Welcome to a newly updated apartment in the heart of the charming Melrose neighborhood in Albany, NY, conveniently nestled between UAlbany and St. Rose!  This delightful space has a fresh and modern design, offering the perfect blend of comfort and convenience, making it an ideal home away from home for both business and leisure travelers. This pet friendly space includes an outdoor sitting area and small yard.",441054845,Thaddeus,18/01/22,,within an hour,100%,98%,t,3,3,"['email', 'phone']",Entire rental unit,Entire home/apt,6,2,2 baths,3,3,17,4.94
1180000000000000000,https://www.airbnb.com/rooms/1175235317794137317,Furnished 4 bed vintage home,"Forget your worries in this spacious and serene space. 4 private bedrooms, plus over 1000sq feet of common living space means you'll have privacy and space to socialize with your group.",20536619,Emily,25/08/14,"Albany, NY",within a few hours,100%,74%,t,5,5,"['email', 'phone']",Entire home,Entire home/apt,7,,1.5 baths,4,,0,
1180000000000000000,https://www.airbnb.com/rooms/1182574461437954732,Limited Time Listing,"Welcome to our exceptional apartment in Albany! Discover a blend of style, comfort, and a prime location. Just steps from the State Capitol, Empire State Plaza, museums, and the Hudson River, our home offers unparalleled access to Albany's top attractions. Immerse yourself in local culture with nearby cafes, boutiques, and historic landmarks. Experience Albany like never before. Book your stay for a memorable adventure!",42708277,Rodney,27/08/15,"New York, NY",within an hour,100%,98%,f,8,9,"['email', 'phone']",Entire rental unit,Entire home/apt,2,1,1 bath,0,1,7,4.86
1180000000000000000,https://www.airbnb.com/rooms/1183457852972127594,Upscale Listing-Heart of Albany,"Welcome to our exceptional apartment in Albany! Discover a blend of style, comfort, and a prime location. Just steps from the State Capitol, Empire State Plaza, museums, and the Hudson River, our home offers unparalleled access to Albany's top attractions. Immerse yourself in local culture with nearby cafes, boutiques, and historic landmarks. Experience Albany like never before. Book your stay for a memorable adventure!",42708277,Rodney,27/08/15,"New York, NY",within an hour,100%,98%,f,8,9,"['email', 'phone']",Entire rental unit,Entire home/apt,2,1,1 bath,0,2,8,4.5
1180000000000000000,https://www.airbnb.com/rooms/1184656403266667138,NEW studio w/2 beds near MVP,This stylish place to stay is perfect for group trips.,232967878,Diana,28/12/18,"Albany, NY",within an hour,99%,98%,t,27,39,"['email', 'phone']",Entire rental unit,Entire home/apt,4,1,1 bath,0,2,4,4.75
1190000000000000000,https://www.airbnb.com/rooms/1185537980724624711,Empire Plaza Apartment,"Welcome to our garden apartment, nestled in a walkable neighborhood filled with diverse restaurants, cozy pubs, and the picturesque Washington Park. Just steps away, you'll find the New York State Capitol, Empire State Plaza, The Egg, and the New York State Museum, making this location ideal for both relaxation and exploration.",29483818,Ben,17/03/15,"Albany, NY",within an hour,100%,97%,f,1,1,"['email', 'phone']",Entire rental unit,Entire home/apt,3,1,1 bath,1,1,23,4.96
1190000000000000000,https://www.airbnb.com/rooms/1185591493744586895,"""The Gorgeous Allen Home"" Private Bedroom/1.5 Bath","Settle into Albany with gorgeous private bedroom at the “Allen Home”. This newly renovated apartment is perfect for your stay in the capital of NY, with 5 spacious private bedrooms and 1.5 baths. The home is in an unbeatable location, with restaurants and bars around the corner. A few of our favorites are Juniors and Madison Cafe. You can also find a grocery store within walking distance! Free street parking only. *Only 1 guest per bedroom.",349460842,Scott,10/06/20,"Albany, NY",within an hour,100%,98%,t,10,10,"['email', 'phone']",Private room in home,Private room,1,1.5,1.5 shared baths,1,1,0,
1190000000000000000,https://www.airbnb.com/rooms/1187591175698501325,House near major medical center,The whole group will enjoy easy access to everything from this centrally located place.,232967878,Diana,28/12/18,"Albany, NY",within an hour,99%,98%,t,27,39,"['email', 'phone']",Entire home,Entire home/apt,6,1,1 bath,4,5,5,4.8
1190000000000000000,https://www.airbnb.com/rooms/1189245100874558445,Beautiful 2 Bedroom with Parking,"Welcome to our newly renovated two-bedroom apartment located on the second floor, just minutes away from Albany Med, and across from Washington Park. Easy access to state offices and MVP arena all within walking distance. The neighborhood is brimming with restaurants, bars, and beautiful architecture, making it one of the most desired areas in Albany. Perfect for both short-term and long term visits. Our apartment offers comfort and convenience in an ideal location.",37769478,Erion,07/07/15,"Albany, NY",within an hour,100%,99%,t,12,12,"['email', 'phone']",Entire home,Entire home/apt,4,1,1 bath,2,,0,
1190000000000000000,https://www.airbnb.com/rooms/1191466513839284968,Shanawaz family home,"Forget your worries in this spacious and serene space. One separate bedroom with private bathroom. Guest will have access to kitchen, living room, family room, sunroom, and backyard that will be shared with my family. We are family of four ( My wife, I and two of our sons), and we will love to host you just like our family guest. You will stay in our place just like your own home. Couple and singles are preferable.",478739541,Shanawaz,08/09/22,"Albany, NY",within an hour,90%,23%,f,1,2,"['email', 'phone']",Private room in home,Private room,1,1,1 private bath,1,2,2,5
1190000000000000000,https://www.airbnb.com/rooms/1191895319439613036,Room in a large 3 bedroom house.,"Traveling nurses and students welcomed. <br /><br />Entire unit recently renovated. New stainless appliances, washer/dryer installed (in-unit), dishwasher installed under kitchen sink, bathroom updated, smart security system. Private porch and plenty of storage space. One block from St. Rose campus and short walk to buses. Very close to SUNY Albany Campus as well. It is 4 minutes from Albany Medical Center and St Peter Hospitals. <br />Landlord pays: Electric, gas,t",32379616,Fabiola,01/05/15,United States,within a day,64%,14%,f,3,6,"['email', 'phone']",Private room in home,Private room,1,1,1 bath,1,1,0,
1190000000000000000,https://www.airbnb.com/rooms/1192795085655166314,Privateroom with shared bathroom,"A fully furnished private room for one or two people with a shared bathroom with the Host and family of two people). Ideal for Grad students and Nurses looking for a central area, a quiet and calm space. The bedroom has two twin beds, a nightstand, a desk, a chair desk, a drawer, a walking closet, a microwave, an electric coffee maker, and a Mini Fridge with Freezer. NoTV or Stove (Electricity, Water, sewer, Wi-Fi, Air conditioning, and heater) and street-free parking.",382446799,Elizabeth,31/12/20,"Albany, NY",within an hour,100%,71%,f,1,1,"['email', 'phone']",Private room in home,Private room,2,1,1 bath,1,1,1,3
1200000000000000000,https://www.airbnb.com/rooms/1196459023545165129,Albany Vacation Rental w/ State Capitol Views!,"Experience the best of Albany from the comfort of this centrally located, 1-bed, 1-bath vacation rental. This property features a cozy living area with a Smart TV, free WiFi, a full kitchen, views of New York's State Capitol, and access to the area's top attractions. Enjoy a peaceful morning stroll through Washington Park, tour museums and sights in the area, and shop and dine at nearby eateries and bars. Whether you're in town for work or play, this convenient condo offers a memorable stay!",121680792,Evolve,20/03/17,United States,within an hour,100%,99%,f,1208,2310,"['email', 'phone']",Entire condo,Entire home/apt,2,1,1 bath,1,1,0,
1200000000000000000,https://www.airbnb.com/rooms/1198592120169206200,"""The LEO Home"" Private Bedroom Two / 1 Full Bath","Introducing *The LEO Home*, a newly renovated four-bedroom apartment nestled conveniently in the heart of Albany. The apartment boasts a shared living room, bathroom, and kitchen, providing a cozy and inviting atmosphere. Located just one mile from Albany Med and other nearby local hospitals. This shared accommodation is ideal for medical and traveling professionals. Each bedroom accommodates one traveler. Blackout curtains create a restful environment for those working night or swing shifts.",349460842,Scott,10/06/20,"Albany, NY",within an hour,100%,98%,t,10,10,"['email', 'phone']",Private room in home,Private room,1,1,1 shared bath,1,1,0,
